ProductID,ProductName,Category,BasePrice,OrderID,CustomerID,TotalPrice,Name,Email,Country,YearMonth,OrderYear,Profit
PROD5190,Attention,Electronics,266.31,ORD20190,CUST1190,560.25,Michael,danielle07@gmail.com,Colombia,1/31/2025,2025,112.05
PROD5191,Him,Clothing,485.29,ORD20191,CUST1191,282.32,Luis,marshamy@wang-mitchell.com,Gambia,3/31/2023,2023,56.464
PROD5192,Coach,Books,371.31,ORD20192,CUST1192,25.43,Eric,joneschristopher@yahoo.com,Afghanistan,3/31/2023,2023,5.086
PROD5193,Available,Toys,160.68,ORD20193,CUST1193,270.4,Erin,santosbrandi@brown-ruiz.com,Greenland,8/31/2024,2024,54.08
PROD5194,Like,Home & Kitchen,339.73,ORD20194,CUST1194,168.05,Randall,bking@yahoo.com,Djibouti,12/31/2023,2023,33.61
PROD5195,North,Beauty,439.26,ORD20195,CUST1195,1433.53,Hannah,mnguyen@gmail.com,Madagascar,9/30/2024,2024,286.706
PROD5196,Than,Toys,388.23,ORD20196,CUST1196,1007.93,James,kjohnson@rios.com,Puerto Rico,11/30/2024,2024,201.586
PROD5197,Turn,Beauty,256.25,ORD20197,CUST1197,464.6,Leslie,lrose@yahoo.com,Maldives,2/29/2024,2024,92.92
PROD5198,Old,Clothing,367.66,ORD20198,CUST1198,152.91,Carolyn,vanessa60@barber.com,Monaco,1/31/2024,2024,30.582
PROD5199,Scene,Books,339.8,ORD20199,CUST1199,931.26,Jennifer,christinarivera@yahoo.com,Svalbard & Jan Mayen Islands,6/30/2023,2023,186.252
PROD5200,Save,Electronics,30.54,ORD20200,CUST1200,1466.7,David,benjaminmartinez@cooper.net,Isle of Man,11/30/2023,2023,293.34
PROD5201,Hear,Clothing,160,ORD20201,CUST1201,429.64,Tyler,bruce03@yahoo.com,Northern Mariana Islands,2/29/2024,2024,85.928
PROD5202,Machine,Electronics,46.46,ORD20202,CUST1202,349.81,Ryan,xhogan@gray.com,Saint Martin,1/31/2025,2025,69.962
PROD5203,Agreement,Clothing,351.76,ORD20203,CUST1203,873.06,Michael,amy07@cole.com,Peru,10/31/2023,2023,174.612
PROD5204,Time,Toys,398.49,ORD20204,CUST1204,53.45,Brandon,benjamin24@mills-mejia.info,Niger,5/31/2024,2024,10.69
PROD5205,Office,Home & Kitchen,321.39,ORD20205,CUST1205,137.69,Marvin,susanwalker@nguyen-ortiz.com,British Virgin Islands,8/31/2023,2023,27.538
PROD5206,Cost,Books,287.32,ORD20206,CUST1206,22.55,Karen,hughesjennifer@collins.com,Senegal,11/30/2023,2023,4.51
PROD5207,Around,Clothing,27.42,ORD20207,CUST1207,722.51,Samantha,xguzman@yahoo.com,China,10/31/2024,2024,144.502
PROD5208,Safe,Clothing,287.8,ORD20208,CUST1208,969.88,Michele,william74@buckley.com,Senegal,8/31/2023,2023,193.976
PROD5209,Recently,Toys,408.14,ORD20209,CUST1209,140.9,James,jonathan63@hotmail.com,Taiwan,9/30/2024,2024,28.18
PROD5210,According,Clothing,192.89,ORD20210,CUST1210,1435.09,Marissa,alexander95@carpenter.com,Bosnia and Herzegovina,12/31/2023,2023,287.018
PROD5211,Color,Books,44.01,ORD20211,CUST1211,430.99,Crystal,april24@gmail.com,Kuwait,11/30/2023,2023,86.198
PROD5212,Manage,Electronics,419.44,ORD20212,CUST1212,568.32,Keith,ttaylor@hotmail.com,Palau,6/30/2024,2024,113.664
PROD5213,Add,Clothing,414.78,ORD20213,CUST1213,918.26,Daniel,hmeyer@yahoo.com,Western Sahara,9/30/2023,2023,183.652
PROD5214,Leave,Books,68.81,ORD20214,CUST1214,872.36,James,rlee@yahoo.com,Pakistan,8/31/2024,2024,174.472
PROD5215,Treat,Electronics,255.38,ORD20215,CUST1215,732.33,Kelly,zle@shaffer-jenkins.com,Rwanda,5/31/2024,2024,146.466
PROD5216,Plan,Beauty,350.19,ORD20216,CUST1216,1110.25,Benjamin,yross@yahoo.com,Paraguay,7/31/2023,2023,222.05
PROD5217,Rest,Books,374.94,ORD20217,CUST1217,1266.74,Dustin,scottzavala@hotmail.com,Japan,12/31/2023,2023,253.348
PROD5218,Bar,Clothing,301.4,ORD20218,CUST1218,1060.16,Timothy,hayesbryan@guzman.com,Kuwait,7/31/2024,2024,212.032
PROD5219,Perform,Home & Kitchen,307.07,ORD20219,CUST1219,786.19,Elizabeth,chelsea52@gmail.com,Netherlands Antilles,1/31/2024,2024,157.238
PROD5220,In,Clothing,9.66,ORD20220,CUST1220,450.42,Nicholas,betty27@dickson-ramirez.biz,Micronesia,3/31/2023,2023,90.084
PROD5221,Attack,Home & Kitchen,336.37,ORD20221,CUST1221,493.01,Mary,zacharylutz@gmail.com,Cayman Islands,11/30/2023,2023,98.602
PROD5222,Bag,Beauty,226.87,ORD20222,CUST1222,675.43,Alexandra,tonya80@hotmail.com,United States of America,5/31/2024,2024,135.086
PROD5223,Learn,Beauty,57.07,ORD20223,CUST1223,525.64,Heather,daniel66@mueller.com,Oman,9/30/2023,2023,105.128
PROD5224,Let,Books,329,ORD20224,CUST1224,208.21,Denise,johnscott@clark.com,Germany,1/31/2025,2025,41.642
PROD5225,Lay,Electronics,10.37,ORD20225,CUST1225,440.36,Kevin,anthonydixon@castillo-flores.org,Jersey,3/31/2023,2023,88.072
PROD5226,Student,Electronics,173.43,ORD20226,CUST1226,139.33,Bobby,bobbyrussell@gmail.com,Anguilla,3/31/2023,2023,27.866
PROD5227,Fact,Beauty,359.85,ORD20227,CUST1227,203.38,Katrina,sarabyrd@gmail.com,Angola,6/30/2024,2024,40.676
PROD5228,Choose,Clothing,475.06,ORD20228,CUST1228,185.17,Cindy,timothystrickland@hotmail.com,Peru,3/31/2024,2024,37.034
PROD5229,On,Electronics,290.29,ORD20229,CUST1229,709.67,Kelly,nicoleroy@olson-clark.com,Armenia,9/30/2023,2023,141.934
PROD5230,Fund,Home & Kitchen,298.65,ORD20230,CUST1230,558.13,Carolyn,tracy80@wolf.com,Pakistan,6/30/2023,2023,111.626
PROD5231,Traditional,Toys,494.25,ORD20231,CUST1231,675.66,April,ryanchavez@roth.com,Anguilla,4/30/2024,2024,135.132
PROD5232,Indeed,Beauty,331.09,ORD20232,CUST1232,783.27,Larry,rodriguezjonathan@gmail.com,Oman,1/31/2024,2024,156.654
PROD5233,Movie,Home & Kitchen,219.22,ORD20233,CUST1233,195.2,Derek,nicholasrobinson@griffin.org,Ethiopia,9/30/2024,2024,39.04
PROD5234,Compare,Books,23.27,ORD20234,CUST1234,983.82,Sarah,janice48@mills.com,Sao Tome and Principe,1/31/2025,2025,196.764
PROD5235,Reveal,Beauty,154.57,ORD20235,CUST1235,562.83,Jennifer,nicholas04@hotmail.com,Japan,7/31/2023,2023,112.566
PROD5236,Nation,Clothing,274.13,ORD20236,CUST1236,1472.5,Rachel,christophersimmons@peters.com,Korea,10/31/2023,2023,294.5
PROD5237,Trouble,Beauty,127.28,ORD20237,CUST1237,1195.4,Ricky,joshuatran@cole.com,Kyrgyz Republic,12/31/2023,2023,239.08
PROD5238,Year,Clothing,304.67,ORD20238,CUST1238,677.69,Regina,ekim@taylor.info,United Arab Emirates,11/30/2024,2024,135.538
PROD5239,Pm,Clothing,367.02,ORD20239,CUST1239,69.62,Wendy,williamscharles@stephens.com,Timor-Leste,6/30/2024,2024,13.924
PROD5240,Recognize,Toys,498.5,ORD20240,CUST1240,166.17,Anne,carlsonjames@gmail.com,Algeria,3/31/2024,2024,33.234
PROD5241,Respond,Books,265.82,ORD20241,CUST1241,647.41,Janet,comptonmichael@melendez-zimmerman.info,San Marino,8/31/2023,2023,129.482
PROD5242,Even,Toys,304.34,ORD20242,CUST1242,1205.68,Austin,dylan99@yahoo.com,Trinidad and Tobago,11/30/2024,2024,241.136
PROD5243,In,Clothing,345.5,ORD20243,CUST1243,731.02,Zachary,sosajacob@yahoo.com,New Caledonia,8/31/2023,2023,146.204
PROD5244,About,Electronics,217.73,ORD20244,CUST1244,219.06,Ashley,zsmith@matthews.com,Saudi Arabia,11/30/2023,2023,43.812
PROD5245,Hope,Beauty,445.45,ORD20245,CUST1245,330.3,Jessica,christopherbradley@snyder.net,Congo,9/30/2023,2023,66.06
PROD5246,First,Clothing,154.46,ORD20246,CUST1246,364.77,Anne,lopezfelicia@reed-martinez.com,Iraq,9/30/2024,2024,72.954
PROD5247,Everyone,Clothing,74.87,ORD20247,CUST1247,708.3,Jacob,campbelljose@hotmail.com,United States Virgin Islands,3/31/2024,2024,141.66
PROD5248,Part,Clothing,327.15,ORD20248,CUST1248,67.83,Christopher,morrisbrian@watson.com,Vanuatu,9/30/2024,2024,13.566
PROD5249,Something,Electronics,205.69,ORD20249,CUST1249,744.56,Jennifer,nancy34@gmail.com,French Southern Territories,7/31/2024,2024,148.912
PROD5250,Style,Beauty,461.97,ORD20250,CUST1250,460.16,Gregory,bwarren@sampson-scott.com,Palestinian Territory,9/30/2024,2024,92.032
PROD5251,Ready,Clothing,34.77,ORD20251,CUST1251,117.3,Jeffrey,reidrebekah@walsh-torres.net,Macao,1/31/2024,2024,23.46
PROD5252,Yard,Electronics,401.38,ORD20252,CUST1252,531.18,Donna,gomeznancy@gmail.com,Cote d'Ivoire,3/31/2023,2023,106.236
PROD5253,Similar,Electronics,398.52,ORD20253,CUST1253,333.68,Michael,mario39@white-bates.com,Qatar,9/30/2024,2024,66.736
PROD5254,Off,Home & Kitchen,282.87,ORD20254,CUST1254,1150.12,Joseph,cabrerasamuel@gmail.com,Brunei Darussalam,3/31/2023,2023,230.024
PROD5255,Industry,Home & Kitchen,134.43,ORD20255,CUST1255,592.14,Katie,carla66@cruz-harper.com,Swaziland,4/30/2023,2023,118.428
PROD5256,Whose,Home & Kitchen,166.15,ORD20256,CUST1256,1451.13,Christopher,qgreen@warren.com,Senegal,12/31/2023,2023,290.226
PROD5257,Model,Books,157.48,ORD20257,CUST1257,1147.91,James,jonesdillon@yahoo.com,Montserrat,2/28/2023,2023,229.582
PROD5258,Reduce,Toys,290.07,ORD20258,CUST1258,1150.51,Mark,masonadrian@huff.com,Argentina,5/31/2024,2024,230.102
PROD5259,Benefit,Clothing,292.03,ORD20259,CUST1259,1113.27,Michael,plee@dunlap.com,Saint Barthelemy,5/31/2024,2024,222.654
PROD5260,Her,Books,196.65,ORD20260,CUST1260,131.99,Frank,nelsonstephanie@gmail.com,Lebanon,12/31/2024,2024,26.398
PROD5261,Data,Toys,304.01,ORD20261,CUST1261,402.61,Nicole,mleonard@hotmail.com,Estonia,1/31/2024,2024,80.522
PROD5262,Return,Toys,6.61,ORD20262,CUST1262,177.84,Tara,kelleyrobert@yahoo.com,Korea,10/31/2023,2023,35.568
PROD5263,About,Clothing,410.75,ORD20263,CUST1263,256.49,Nicholas,brittany72@hotmail.com,Afghanistan,11/30/2023,2023,51.298
PROD5264,Significant,Toys,484.71,ORD20264,CUST1264,1430.17,Alexis,tracy70@hotmail.com,Zimbabwe,4/30/2023,2023,286.034
PROD5265,Style,Toys,190.19,ORD20265,CUST1265,845.05,Bradley,melissaclayton@yahoo.com,Namibia,10/31/2023,2023,169.01
PROD5266,Before,Clothing,222.37,ORD20266,CUST1266,1420.39,Danielle,joneseileen@lewis-hogan.com,Pitcairn Islands,1/31/2024,2024,284.078
PROD5267,Minute,Electronics,382.74,ORD20267,CUST1267,462.17,Alyssa,rthomas@day.com,Peru,4/30/2023,2023,92.434
PROD5268,North,Clothing,388.92,ORD20268,CUST1268,598.08,Damon,gcastaneda@hotmail.com,Montserrat,8/31/2024,2024,119.616
PROD5269,State,Electronics,284.98,ORD20269,CUST1269,36.78,Tiffany,bruceeric@tyler.com,Russian Federation,11/30/2023,2023,7.356
PROD5270,Provide,Electronics,166.71,ORD20270,CUST1270,1117.43,Ann,alexa68@brown.com,San Marino,10/31/2023,2023,223.486
PROD5271,Federal,Beauty,329.38,ORD20271,CUST1271,1071.19,Craig,igarcia@alexander.biz,Uganda,8/31/2024,2024,214.238
PROD5272,Student,Beauty,487.77,ORD20272,CUST1272,1056.06,William,cerickson@thompson.com,Namibia,10/31/2024,2024,211.212
PROD5273,Whose,Home & Kitchen,386.46,ORD20273,CUST1273,552.58,Linda,harmonlisa@horne-lee.com,Guernsey,3/31/2024,2024,110.516
PROD5274,Unit,Books,228.98,ORD20274,CUST1274,309.74,Kevin,annajohnson@collins.org,Russian Federation,10/31/2024,2024,61.948
PROD5275,Four,Beauty,389.37,ORD20275,CUST1275,949.88,Danny,ujackson@jacobson.org,Papua New Guinea,4/30/2023,2023,189.976
PROD5276,Mean,Clothing,458.83,ORD20276,CUST1276,1324,Daniel,nvasquez@hotmail.com,Malawi,4/30/2024,2024,264.8
PROD5277,Last,Toys,400.71,ORD20277,CUST1277,492.93,Roger,pbailey@yahoo.com,Congo,10/31/2024,2024,98.586
PROD5278,Baby,Clothing,192.19,ORD20278,CUST1278,785.59,Danny,karensimon@hotmail.com,Iceland,7/31/2023,2023,157.118
PROD5279,Subject,Home & Kitchen,494.91,ORD20279,CUST1279,696.95,Joel,mooneystefanie@riddle.info,British Indian Ocean Territory (Chagos Archipelago),12/31/2024,2024,139.39
PROD5280,Degree,Books,154.66,ORD20280,CUST1280,770.27,Stephanie,charles95@hotmail.com,China,8/31/2023,2023,154.054
PROD5281,Sing,Toys,276.44,ORD20281,CUST1281,398.41,Joshua,dandrews@nguyen.biz,Qatar,7/31/2023,2023,79.682
PROD5282,Again,Home & Kitchen,444.83,ORD20282,CUST1282,739.5,William,jbarker@frank-miles.com,Estonia,3/31/2023,2023,147.9
PROD5283,Pattern,Beauty,286.61,ORD20283,CUST1283,228.69,Amber,kimberly01@hernandez.info,Timor-Leste,5/31/2024,2024,45.738
PROD5284,Involve,Books,133.56,ORD20284,CUST1284,795.41,David,cwoods@moore.org,Bangladesh,2/29/2024,2024,159.082
PROD5285,Boy,Clothing,344.63,ORD20285,CUST1285,1353.18,John,xgonzales@gmail.com,South Georgia and the South Sandwich Islands,10/31/2023,2023,270.636
PROD5286,Base,Toys,446.84,ORD20286,CUST1286,1246.69,Timothy,brownnancy@rhodes.biz,Luxembourg,5/31/2023,2023,249.338
PROD5287,Interest,Books,380.26,ORD20287,CUST1287,80.54,Maurice,jillcampbell@hotmail.com,Mozambique,8/31/2024,2024,16.108
PROD5288,Special,Beauty,184.07,ORD20288,CUST1288,476.48,Tamara,ebenitez@randall.org,Denmark,12/31/2024,2024,95.296
PROD5289,Listen,Beauty,95.38,ORD20289,CUST1289,760.76,Erika,gortiz@hotmail.com,Thailand,5/31/2024,2024,152.152
PROD5290,Lead,Toys,42.24,ORD20290,CUST1290,1290.24,Tyrone,phuynh@parks.info,Hong Kong,4/30/2024,2024,258.048
PROD5291,Spring,Beauty,198.27,ORD20291,CUST1291,1184.78,Natasha,stacy28@farley.com,Antarctica (the territory South of 60 deg S),8/31/2024,2024,236.956
PROD5292,Weight,Toys,460.37,ORD20292,CUST1292,158.61,Frank,zbush@adams-compton.com,Saint Helena,3/31/2024,2024,31.722
PROD5293,Cold,Home & Kitchen,50.17,ORD20293,CUST1293,536.6,Adam,coreyoliver@hotmail.com,Turkey,6/30/2023,2023,107.32
PROD5294,Full,Beauty,194.34,ORD20294,CUST1294,418.17,Marie,perryblake@hotmail.com,Colombia,8/31/2024,2024,83.634
PROD5295,Case,Clothing,261.53,ORD20295,CUST1295,207.85,Nathan,kathryn59@yahoo.com,Nepal,4/30/2024,2024,41.57
PROD5296,Its,Toys,350.56,ORD20296,CUST1296,571.41,Brooke,grahambeth@fisher.com,British Virgin Islands,3/31/2024,2024,114.282
PROD5297,Weight,Beauty,87.11,ORD20297,CUST1297,1200.56,Jason,vanessasims@gmail.com,France,1/31/2025,2025,240.112
PROD5298,Strong,Books,135.09,ORD20298,CUST1298,1353.29,Kayla,lfloyd@knapp.com,Ghana,1/31/2025,2025,270.658
PROD5299,Quickly,Home & Kitchen,391.24,ORD20299,CUST1299,84.15,Shannon,garrettholt@white.org,Timor-Leste,8/31/2023,2023,16.83
PROD5300,Religious,Home & Kitchen,300.94,ORD20300,CUST1300,913.21,Alexander,gardnertheresa@lowery.com,Guinea,2/29/2024,2024,182.642
PROD5301,Line,Clothing,449.45,ORD20301,CUST1301,384.94,Michael,bradleyhoffman@liu.info,Marshall Islands,9/30/2024,2024,76.988
PROD5302,Figure,Books,270.49,ORD20302,CUST1302,558.64,Kevin,hendersonveronica@yahoo.com,Singapore,7/31/2024,2024,111.728
PROD5303,His,Clothing,388.08,ORD20303,CUST1303,1153.67,Theresa,audreywhite@gmail.com,American Samoa,5/31/2024,2024,230.734
PROD5304,Them,Toys,35.66,ORD20304,CUST1304,469.62,Patricia,allenmcintyre@rios.info,Germany,6/30/2024,2024,93.924
PROD5305,Support,Beauty,129.11,ORD20305,CUST1305,956.71,Elaine,tclark@gmail.com,Vanuatu,11/30/2023,2023,191.342
PROD5306,Which,Beauty,439.84,ORD20306,CUST1306,757.02,Scott,davidcruz@osborne.info,Paraguay,7/31/2024,2024,151.404
PROD5307,Building,Books,176.27,ORD20307,CUST1307,718.09,Debra,penaashley@yahoo.com,Benin,6/30/2023,2023,143.618
PROD5308,Cold,Books,208.22,ORD20308,CUST1308,714.55,Ariel,qprice@yahoo.com,Guam,12/31/2024,2024,142.91
PROD5309,Level,Books,258.33,ORD20309,CUST1309,579.29,Tiffany,josephkathryn@hall.com,Switzerland,8/31/2024,2024,115.858
PROD5310,Wide,Beauty,193.31,ORD20310,CUST1310,313.67,Abigail,fred95@hotmail.com,Sierra Leone,10/31/2023,2023,62.734
PROD5311,As,Toys,165.31,ORD20311,CUST1311,1315.2,Kara,virginia26@yahoo.com,Heard Island and McDonald Islands,3/31/2023,2023,263.04
PROD5312,Onto,Home & Kitchen,486.68,ORD20312,CUST1312,1056.87,Mary,brownjoshua@evans.com,New Zealand,11/30/2024,2024,211.374
PROD5313,Many,Toys,99.77,ORD20313,CUST1313,649.79,Russell,upeterson@gmail.com,Korea,5/31/2023,2023,129.958
PROD5314,Identify,Toys,237.21,ORD20314,CUST1314,741.57,George,marcia81@yahoo.com,Papua New Guinea,5/31/2024,2024,148.314
PROD5315,Growth,Toys,319.44,ORD20315,CUST1315,865.96,Kyle,audrey85@hotmail.com,Guinea,8/31/2023,2023,173.192
PROD5316,Purpose,Clothing,400.35,ORD20316,CUST1316,233.47,Steven,kbarrett@brown.com,Turks and Caicos Islands,7/31/2023,2023,46.694
PROD5317,Represent,Clothing,133.02,ORD20317,CUST1317,151.13,Tony,jesse15@weber.org,Belgium,3/31/2023,2023,30.226
PROD5318,Store,Books,459.3,ORD20318,CUST1318,538.22,Michelle,hwright@gmail.com,Burkina Faso,9/30/2024,2024,107.644
PROD5319,Claim,Electronics,169.85,ORD20319,CUST1319,1450.18,Karina,vflores@mason.net,Marshall Islands,6/30/2023,2023,290.036
PROD5320,Collection,Toys,140.98,ORD20320,CUST1320,638.84,Monica,aaron61@gmail.com,Portugal,8/31/2024,2024,127.768
PROD5321,Four,Clothing,305.95,ORD20321,CUST1321,1037.36,Allen,haynesaaron@guerrero.com,Venezuela,5/31/2024,2024,207.472
PROD5322,Read,Books,496.64,ORD20322,CUST1322,238.13,Thomas,joshuabaker@woodard.info,Puerto Rico,5/31/2024,2024,47.626
PROD5323,Senior,Home & Kitchen,168.78,ORD20323,CUST1323,882.83,Amanda,ehoward@gmail.com,United States Minor Outlying Islands,3/31/2023,2023,176.566
PROD5324,West,Electronics,66.72,ORD20324,CUST1324,65.39,Lisa,vlittle@rush.biz,Afghanistan,3/31/2024,2024,13.078
PROD5325,Rise,Toys,252.15,ORD20325,CUST1325,1223.76,William,lindsay22@gmail.com,Romania,2/29/2024,2024,244.752
PROD5326,Little,Toys,282.8,ORD20326,CUST1326,723.22,Linda,duncanbenjamin@butler.com,Turkmenistan,8/31/2024,2024,144.644
PROD5327,Know,Electronics,33.38,ORD20327,CUST1327,1072.5,Crystal,downsmichael@hotmail.com,Croatia,10/31/2023,2023,214.5
PROD5328,Cup,Home & Kitchen,355.63,ORD20328,CUST1328,195.52,Andre,jacobbartlett@yahoo.com,Uzbekistan,9/30/2023,2023,39.104
PROD5329,Free,Beauty,441.64,ORD20329,CUST1329,274.26,Mitchell,daniellehayes@taylor.com,Sudan,5/31/2024,2024,54.852
PROD5330,Nor,Electronics,486.35,ORD20330,CUST1330,22.37,Marc,ksutton@jennings.biz,Macao,4/30/2024,2024,4.474
PROD5331,When,Books,75.93,ORD20331,CUST1331,1293.22,Patrick,latoya35@yahoo.com,Svalbard & Jan Mayen Islands,12/31/2023,2023,258.644
PROD5332,General,Toys,161.96,ORD20332,CUST1332,982.98,Mark,billyflores@chaney-murphy.com,Kyrgyz Republic,9/30/2023,2023,196.596
PROD5333,Across,Electronics,472.6,ORD20333,CUST1333,352.43,Vanessa,santanajason@johnson.com,Wallis and Futuna,12/31/2024,2024,70.486
PROD5334,Here,Home & Kitchen,194.49,ORD20334,CUST1334,1011.19,Michelle,jreyes@hotmail.com,Nigeria,11/30/2023,2023,202.238
PROD5335,Site,Toys,89.97,ORD20335,CUST1335,39.98,Charles,darlene91@barrett-bowman.com,Reunion,2/28/2023,2023,7.996
PROD5336,Artist,Beauty,56.62,ORD20336,CUST1336,175.15,Misty,benjaminhunter@shaffer.com,United States of America,8/31/2024,2024,35.03
PROD5337,Trial,Beauty,24.29,ORD20337,CUST1337,116.29,Shannon,david50@hotmail.com,Montserrat,6/30/2023,2023,23.258
PROD5338,Others,Toys,72.42,ORD20338,CUST1338,1185.63,Edward,ashley81@fox.net,United States of America,8/31/2023,2023,237.126
PROD5339,Blood,Beauty,193.17,ORD20339,CUST1339,761.39,Stephanie,kirsten59@young.net,Comoros,7/31/2023,2023,152.278
PROD5340,Art,Clothing,152.72,ORD20340,CUST1340,781.1,Megan,gary27@yahoo.com,Cayman Islands,3/31/2023,2023,156.22
PROD5341,Low,Books,77.93,ORD20341,CUST1341,932.52,Natalie,jpage@yahoo.com,Falkland Islands (Malvinas),6/30/2023,2023,186.504
PROD5342,Site,Electronics,331.43,ORD20342,CUST1342,1011.46,Philip,leslie33@hotmail.com,Moldova,2/29/2024,2024,202.292
PROD5343,Far,Beauty,221.46,ORD20343,CUST1343,571.58,Rebecca,nicole37@hotmail.com,Macao,1/31/2024,2024,114.316
PROD5344,Outside,Books,300.32,ORD20344,CUST1344,285.53,Zachary,pereztina@hotmail.com,Central African Republic,12/31/2024,2024,57.106
PROD5345,Art,Books,64.11,ORD20345,CUST1345,1132.82,Tammy,lyonsshawn@washington.com,Fiji,5/31/2023,2023,226.564
PROD5346,Teacher,Home & Kitchen,294.83,ORD20346,CUST1346,386.08,Bailey,laurenhawkins@gmail.com,Grenada,7/31/2024,2024,77.216
PROD5347,Time,Home & Kitchen,137.66,ORD20347,CUST1347,1366.37,Randy,glennthomas@gmail.com,Suriname,10/31/2024,2024,273.274
PROD5348,Effect,Electronics,204.6,ORD20348,CUST1348,1060.46,Jackie,tyroneperez@yahoo.com,Uganda,1/31/2024,2024,212.092
PROD5349,Bad,Electronics,450.48,ORD20349,CUST1349,570.89,Sara,whitejeremy@porter-brown.com,Afghanistan,10/31/2024,2024,114.178
PROD5350,Organization,Home & Kitchen,127.69,ORD20350,CUST1350,1119.09,Alan,gwebb@yahoo.com,Canada,11/30/2024,2024,223.818
PROD5351,Spring,Electronics,313.53,ORD20351,CUST1351,959.87,Daniel,efry@reed.com,Ecuador,4/30/2024,2024,191.974
PROD5352,Year,Home & Kitchen,107.33,ORD20352,CUST1352,22.53,Maurice,felicia59@gmail.com,United States Minor Outlying Islands,12/31/2024,2024,4.506
PROD5353,You,Toys,273.89,ORD20353,CUST1353,602.41,David,elewis@cooper-stone.com,Sweden,5/31/2024,2024,120.482
PROD5354,Left,Books,18.79,ORD20354,CUST1354,176.32,Tanya,brittanyshelton@cummings.com,Holy See (Vatican City State),8/31/2023,2023,35.264
PROD5355,Turn,Books,263.61,ORD20355,CUST1355,961.03,Ashley,brandonowens@hotmail.com,Bosnia and Herzegovina,2/29/2024,2024,192.206
PROD5356,Best,Books,450.95,ORD20356,CUST1356,766,Amy,kbarnes@yahoo.com,Anguilla,9/30/2023,2023,153.2
PROD5357,Maintain,Toys,241.2,ORD20357,CUST1357,871.81,Peter,jessicagoodman@mccarty-kelly.com,Serbia,6/30/2023,2023,174.362
PROD5358,Forward,Toys,304.11,ORD20358,CUST1358,1477.16,Tyler,sheila22@chen.org,Azerbaijan,10/31/2024,2024,295.432
PROD5359,Way,Beauty,343.54,ORD20359,CUST1359,361.55,Marvin,avazquez@kelley.com,France,11/30/2023,2023,72.31
PROD5360,Seem,Beauty,356.59,ORD20360,CUST1360,1309.29,Joshua,nicholsjessica@yahoo.com,Grenada,5/31/2024,2024,261.858
PROD5361,Coach,Beauty,202.4,ORD20361,CUST1361,1179.63,Jennifer,vcooper@gardner.info,Haiti,9/30/2023,2023,235.926
PROD5362,Up,Home & Kitchen,390.04,ORD20362,CUST1362,1050.67,Tiffany,martinezwanda@gmail.com,Montserrat,9/30/2023,2023,210.134
PROD5363,Meet,Books,444.7,ORD20363,CUST1363,1322.2,Scott,markking@gmail.com,Belarus,1/31/2024,2024,264.44
PROD5364,Outside,Toys,144.99,ORD20364,CUST1364,205.07,Michelle,savannahdiaz@mercer-johnson.com,Saint Martin,9/30/2023,2023,41.014
PROD5365,Future,Electronics,430.78,ORD20365,CUST1365,1108.4,Sarah,michellecarter@gmail.com,Norway,4/30/2024,2024,221.68
PROD5366,Anyone,Books,275.42,ORD20366,CUST1366,1369.96,Kristen,dwilliams@yahoo.com,Afghanistan,1/31/2025,2025,273.992
PROD5367,Radio,Home & Kitchen,98.91,ORD20367,CUST1367,672.83,Kenneth,brittany46@yahoo.com,India,10/31/2024,2024,134.566
PROD5368,Seat,Beauty,239.52,ORD20368,CUST1368,399.62,Antonio,michael27@kim.biz,Mauritania,9/30/2024,2024,79.924
PROD5369,Fire,Home & Kitchen,411.59,ORD20369,CUST1369,241.05,Hannah,shawn92@drake.com,Palestinian Territory,6/30/2024,2024,48.21
PROD5370,Not,Home & Kitchen,91.84,ORD20370,CUST1370,1071.09,David,alawrence@gmail.com,Belgium,3/31/2024,2024,214.218
PROD5371,Tend,Home & Kitchen,433.86,ORD20371,CUST1371,978.61,Joseph,vickie14@sullivan.com,Mongolia,1/31/2024,2024,195.722
PROD5372,Sea,Home & Kitchen,92.43,ORD20372,CUST1372,158.29,Jessica,garciaanthony@valenzuela.com,Sri Lanka,10/31/2024,2024,31.658
PROD5373,Service,Home & Kitchen,138.38,ORD20373,CUST1373,178.98,Matthew,hshepherd@gmail.com,Aruba,8/31/2024,2024,35.796
PROD5374,Mouth,Electronics,120.86,ORD20374,CUST1374,961.2,George,jerrystewart@newman-knight.com,Belarus,2/28/2023,2023,192.24
PROD5375,Show,Home & Kitchen,457.22,ORD20375,CUST1375,1323.94,Leslie,jennifer43@yahoo.com,Turkmenistan,3/31/2024,2024,264.788
PROD5376,Husband,Beauty,60.77,ORD20376,CUST1376,270.31,Joshua,jfox@gmail.com,Panama,6/30/2023,2023,54.062
PROD5377,Blood,Toys,11.77,ORD20377,CUST1377,1416.16,Rhonda,johnhubbard@garcia.biz,Saint Barthelemy,3/31/2023,2023,283.232
PROD5378,Minute,Electronics,34.85,ORD20378,CUST1378,440.35,Edward,jwilson@silva-henderson.com,Djibouti,8/31/2024,2024,88.07
PROD5379,Every,Books,167.28,ORD20379,CUST1379,66.82,Susan,jenniferwhite@hotmail.com,Bahamas,5/31/2023,2023,13.364
PROD5380,Each,Beauty,271.66,ORD20380,CUST1380,510.42,George,jayrosales@meza.com,Seychelles,9/30/2024,2024,102.084
